x y
#v
0	50
1	49
2	48
3	47
4	46
5	45
6	44
7	43
8	42
9	41
10	40
11	39
12	38
13	37
14	36
15	35
16	34
17	33
18	32
19	31
20	30
21	29
22	28
23	27
24	26
25	25
26	24
27	23
28	22
29	21
30	20
31	19
32	18
33	17
34	16
35	15
36	14
37	13
38	12
39	11
40	10
41	9
42	8
43	7
44	6
45	5
46	4
47	3
48	2
49	1
50	0
51	1
52	2
53	3
54	4
55	5
56	6
57	7
58	8
59	9
60	10
61	11
62	12
63	13
64	14
65	15
66	16
67	17
68	18
69	19
70	20
71	21
72	22
73	23
74	24
75	25
76	26
77	27
78	28
79	29
80	30
81	31
82	32
83	33
84	34
85	35
86	36
87	37
88	38
89	39
90	40
91	41
92	42
93	43
94	44
95	45
96	46
97	47
98	48
99	49
100	50
