x y
#power_4
0	625
1	576.4801
2	530.8416
3	487.9681
4	447.7456
5	410.0625
6	374.8096
7	341.8801
8	311.1696
9	282.5761
10	256
11	231.3441
12	208.5136
13	187.4161
14	167.9616
15	150.0625
16	133.6336
17	118.5921
18	104.8576
19	92.3521
20	81
21	70.7281
22	61.4656
23	53.1441
24	45.6976
25	39.0625
26	33.1776
27	27.9841
28	23.4256
29	19.4481
30	16
31	13.0321
32	10.4976
33	8.3521
34	6.5536
35	5.0625
36	3.8416
37	2.8561
38	2.0736
39	1.4641
40	1
41	0.6561
42	0.4096
43	0.2401
44	0.1296
45	0.0625
46	0.0256
47	0.0081
48	0.0016
49	0.0001
50	0
51	0.0001
52	0.0016
53	0.0081
54	0.0256
55	0.0625
56	0.1296
57	0.2401
58	0.4096
59	0.6561
60	1
61	1.4641
62	2.0736
63	2.8561
64	3.8416
65	5.0625
66	6.5536
67	8.3521
68	10.4976
69	13.0321
70	16
71	19.4481
72	23.4256
73	27.9841
74	33.1776
75	39.0625
76	45.6976
77	53.1441
78	61.4656
79	70.7281
80	81
81	92.3521
82	104.8576
83	118.5921
84	133.6336
85	150.0625
86	167.9616
87	187.4161
88	208.5136
89	231.3441
90	256
91	282.5761
92	311.1696
93	341.8801
94	374.8096
95	410.0625
96	447.7456
97	487.9681
98	530.8416
99	576.4801
100	625
